acetic,citric,suger,salt,SO2free,SO2tota,pH,sulfate,alcohol,quality
0.160,0.400,1.500,0.044,48.000,143.000,3.540,0.520,12.400,0.700
0.310,0.380,2.900,0.038,19.000,102.000,3.170,0.350,11.000,0.700
0.310,0.240,1.800,0.037,39.000,150.000,3.050,0.440,11.800,0.700
0.180,0.330,1.400,0.029,35.000,138.000,3.360,0.600,11.500,0.700
0.190,0.250,1.200,0.052,34.000,181.000,3.300,0.420,9.400,0.700
0.280,0.270,4.700,0.030,56.000,140.000,3.160,0.420,12.500,0.800
0.280,0.280,4.200,0.044,52.000,158.000,3.350,0.440,10.700,0.700
0.290,0.530,1.700,0.040,41.000,192.000,3.260,0.590,10.400,0.700
0.350,0.320,9.000,0.032,29.000,113.000,3.130,0.650,12.900,0.700
0.210,0.370,2.500,0.048,70.000,138.000,3.330,0.750,11.400,0.700
0.190,0.300,12.800,0.053,48.500,229.000,3.140,0.490,9.100,0.700
0.390,0.220,4.000,0.038,17.000,98.000,3.250,0.530,13.000,0.700
0.250,0.300,1.200,0.036,42.000,107.000,3.340,0.560,10.800,0.700
0.210,0.270,1.700,0.038,41.000,150.000,3.490,0.710,10.500,0.700
0.440,0.310,1.900,0.030,41.000,104.000,3.290,0.620,12.600,0.700
0.140,0.450,1.800,0.050,17.000,114.000,3.330,0.490,10.700,0.700
0.270,0.320,4.500,0.032,58.000,178.000,3.450,0.310,12.600,0.700
0.230,0.310,2.100,0.046,30.000,96.000,3.330,0.640,10.700,0.800
0.160,0.340,6.100,0.034,31.000,114.000,3.320,0.580,10.150,0.700
0.280,0.280,4.300,0.026,22.000,105.000,2.980,0.640,13.100,0.800
0.260,0.290,3.100,0.041,37.000,144.000,3.220,0.390,12.800,0.700
0.190,0.360,1.900,0.035,30.000,96.000,3.150,0.540,10.800,0.700
0.240,0.320,1.300,0.037,39.000,123.000,3.170,0.420,11.200,0.800
0.360,0.260,7.900,0.034,39.000,123.000,2.990,0.300,12.200,0.700
0.300,0.490,7.600,0.057,25.000,156.000,3.430,0.630,11.000,0.700
0.390,0.340,7.400,0.020,38.000,133.000,3.180,0.440,12.000,0.700
0.190,0.490,9.300,0.030,26.000,132.000,2.990,0.320,11.000,0.700
0.160,0.360,10.700,0.044,20.000,90.000,3.160,0.440,10.900,0.700
0.160,0.350,1.800,0.042,26.000,105.000,3.190,0.750,12.400,0.700
0.240,0.360,2.800,0.034,22.000,112.000,3.190,0.380,12.600,0.800
0.220,0.330,12.200,0.033,25.000,97.000,3.170,0.420,11.300,0.700
0.255,0.270,1.300,0.037,30.000,86.000,3.050,0.590,12.900,0.700
0.360,0.270,2.100,0.035,16.000,100.000,3.400,0.710,11.500,0.700
0.310,0.360,5.100,0.031,46.000,145.000,3.140,0.310,12.400,0.700
0.200,0.430,7.800,0.045,27.000,153.000,3.190,0.550,9.000,0.700
0.280,0.270,2.100,0.036,42.000,121.000,3.420,0.490,10.800,0.700
0.440,0.370,2.700,0.041,35.000,128.000,3.070,0.430,13.500,0.700
0.290,0.320,3.600,0.026,39.000,138.000,3.310,0.370,13.100,0.700
0.220,0.400,14.750,0.042,44.500,129.500,3.360,0.410,9.100,0.700
0.280,0.320,9.000,0.036,34.000,115.000,3.170,0.390,10.300,0.700
0.150,0.340,1.100,0.035,31.000,93.000,3.070,0.720,11.300,0.700
0.180,0.410,14.200,0.039,47.000,129.000,3.280,0.720,10.300,0.700
0.220,0.280,3.700,0.059,29.000,151.000,3.230,0.410,12.100,0.700
0.330,0.300,3.300,0.034,30.000,102.000,3.080,0.310,12.300,0.700
0.340,0.310,2.000,0.030,38.000,142.000,3.400,0.410,12.900,0.700
0.320,0.350,11.100,0.039,29.000,198.000,3.360,0.500,9.400,0.700
0.370,0.280,6.300,0.034,45.000,152.000,3.290,0.460,11.600,0.700
0.220,0.260,9.200,0.027,37.000,122.000,3.060,0.340,12.500,0.800
0.260,0.180,1.200,0.031,40.000,114.000,3.420,0.400,11.000,0.700
0.240,0.450,3.800,0.027,21.000,128.000,3.550,0.490,11.200,0.800
0.290,0.290,1.800,0.036,38.000,102.000,3.080,0.420,13.700,0.700
0.190,0.310,6.300,0.034,17.000,103.000,3.150,0.520,11.400,0.700
0.330,0.250,1.600,0.030,25.000,126.000,3.220,0.340,12.100,0.700
0.190,0.330,1.300,0.031,22.000,87.000,3.080,0.620,12.300,0.700
0.285,0.290,5.150,0.035,64.000,138.000,3.190,0.340,12.400,0.800
0.260,0.490,3.200,0.027,28.000,87.000,3.030,0.320,11.300,0.700
0.370,0.300,2.700,0.029,64.000,158.000,3.120,0.590,12.000,0.700
0.360,0.380,10.200,0.028,20.000,82.000,3.100,0.430,12.100,0.700
0.170,0.490,1.000,0.039,46.000,131.000,3.090,0.510,10.500,0.700
0.130,0.420,1.100,0.043,63.000,146.000,3.130,0.720,11.200,0.700
0.330,0.360,6.600,0.042,34.000,116.000,2.970,0.310,12.200,0.800
0.155,0.330,1.600,0.028,13.000,59.000,3.300,0.840,11.900,0.800
0.150,0.440,12.600,0.052,65.000,158.000,3.260,0.700,10.300,0.700
0.250,0.280,7.250,0.028,14.000,78.000,2.940,0.370,11.500,0.700
0.180,0.280,9.800,0.039,29.000,113.000,3.110,0.450,10.900,0.700
0.330,0.340,7.500,0.036,39.000,124.000,2.990,0.320,12.400,0.800
0.320,0.380,4.750,0.033,23.000,94.000,3.420,0.420,11.800,0.700
0.300,0.330,2.300,0.043,28.000,125.000,3.340,0.440,12.600,0.700
0.300,0.380,4.900,0.039,22.000,86.000,3.230,0.580,13.100,0.700
0.150,0.470,11.400,0.035,49.000,128.000,3.030,0.340,10.500,0.800
0.320,0.320,8.700,0.029,31.000,105.000,3.000,0.340,12.300,0.700
0.170,0.440,14.100,0.053,43.000,145.000,3.280,0.750,8.800,0.800
0.230,0.300,4.600,0.060,29.000,154.000,3.230,0.490,12.200,0.800
0.320,0.280,4.700,0.039,34.000,94.000,3.220,0.570,13.100,0.700
0.180,0.300,12.800,0.062,19.000,171.000,3.000,0.520,9.000,0.700
0.235,0.290,1.200,0.047,33.000,127.000,3.340,0.500,11.000,0.700
0.200,0.330,1.100,0.039,45.000,126.000,3.310,0.450,11.600,0.700
0.340,0.310,5.200,0.032,36.000,140.000,3.350,0.470,12.300,0.700
0.400,0.260,5.450,0.016,26.000,90.000,2.840,0.540,13.200,0.700
0.170,0.280,2.900,0.030,22.000,111.000,3.380,0.340,11.300,0.700
0.530,0.350,3.800,0.034,26.000,109.000,3.260,0.570,12.700,0.800
0.260,0.490,3.200,0.027,28.000,87.000,3.030,0.320,11.300,0.700
0.190,0.300,12.800,0.053,48.500,229.000,3.140,0.490,9.100,0.700
0.220,0.370,1.600,0.028,24.000,102.000,3.290,0.590,11.600,0.700
0.140,0.400,1.200,0.051,55.000,136.000,3.300,0.960,9.800,0.700
0.230,0.340,1.300,0.035,54.000,110.000,3.070,0.550,11.000,0.700
0.290,0.300,2.900,0.036,25.000,79.000,3.290,0.600,12.400,0.700
0.460,0.320,4.100,0.033,40.000,138.000,3.180,0.440,12.800,0.700
0.240,0.300,2.500,0.042,31.000,104.000,3.050,0.560,11.300,0.700
0.230,0.340,2.700,0.032,24.000,121.000,3.140,0.380,12.400,0.700
0.160,0.410,1.700,0.048,60.000,173.000,3.240,0.660,11.200,0.700
0.280,0.320,7.750,0.032,30.000,114.000,3.120,0.640,12.800,0.700
0.230,0.360,1.500,0.030,74.000,121.000,3.240,0.990,12.100,0.700
0.190,0.280,1.400,0.046,22.000,90.000,3.180,0.510,11.700,0.700
0.290,0.410,10.800,0.048,55.000,149.000,3.090,0.590,11.000,0.700
0.150,0.320,6.000,0.033,59.000,128.000,3.190,0.710,12.100,0.800
0.240,0.270,1.900,0.048,40.000,170.000,3.640,0.540,10.000,0.700
0.300,0.300,2.000,0.030,38.000,142.000,3.410,0.410,12.900,0.700
0.220,0.320,2.400,0.045,29.000,100.000,3.080,0.600,11.300,0.700
0.180,0.300,12.800,0.062,19.000,171.000,3.000,0.520,9.000,0.700
0.350,0.290,3.200,0.034,41.000,151.000,3.350,0.580,11.633,0.700
0.440,0.240,11.200,0.031,41.000,167.000,3.120,0.430,11.300,0.700
0.300,0.300,2.100,0.031,50.000,163.000,3.390,0.430,12.700,0.700
0.230,0.390,14.200,0.058,49.000,192.000,2.980,0.480,9.000,0.700
0.250,0.320,0.900,0.034,40.000,114.000,3.310,0.580,10.800,0.700
0.360,0.390,3.200,0.027,20.000,125.000,3.380,0.390,11.300,0.700
0.220,0.270,1.600,0.057,45.000,98.000,3.290,0.440,9.900,0.700
0.440,0.490,9.100,0.031,46.000,151.000,3.160,0.270,12.700,0.800
0.320,0.240,5.600,0.033,23.000,120.000,2.920,0.660,10.300,0.700
0.320,0.310,2.700,0.049,25.000,153.000,3.440,0.730,12.200,0.700
0.220,0.370,1.200,0.059,45.000,199.000,3.370,0.550,10.300,0.700
0.240,0.300,11.300,0.026,11.000,77.000,3.130,0.550,12.800,0.700
0.340,0.220,2.400,0.030,19.000,135.000,3.410,0.780,13.900,0.700
0.360,0.400,1.950,0.033,26.000,118.000,3.200,0.450,13.500,0.700
0.200,0.660,10.200,0.043,78.000,175.000,2.980,0.430,10.400,0.700
0.180,0.310,1.100,0.045,20.000,73.000,3.320,0.400,10.800,0.700
0.190,0.490,4.900,0.040,44.000,118.000,3.340,0.380,9.500,0.700
0.190,0.330,4.200,0.038,49.000,133.000,3.160,0.420,11.300,0.700
0.120,0.300,5.200,0.048,38.000,113.000,3.330,0.440,10.100,0.700
0.210,0.290,5.350,0.029,43.000,106.000,2.930,0.430,11.500,0.700
0.120,0.360,2.200,0.037,18.000,111.000,3.410,0.820,11.900,0.800
0.220,0.280,1.300,0.027,26.000,101.000,3.350,0.380,12.500,0.700
0.270,0.240,12.600,0.044,48.000,118.000,3.040,0.560,10.000,0.700
0.170,0.370,1.500,0.028,26.000,75.000,3.300,0.460,10.800,0.700
0.250,0.340,14.000,0.032,47.000,133.000,3.370,0.500,12.200,0.700
0.300,0.270,4.000,0.038,37.000,97.000,3.200,0.600,12.600,0.800
0.170,0.330,6.000,0.036,30.000,111.000,3.320,0.580,10.133,0.700
0.320,0.240,1.500,0.036,38.000,124.000,3.290,0.420,12.400,0.700
0.180,0.310,11.700,0.051,24.000,94.000,3.190,0.440,9.500,0.700
0.190,0.310,19.250,0.043,38.000,167.000,2.930,0.520,9.100,0.700
0.210,0.380,2.200,0.026,40.000,104.000,3.250,0.400,11.100,0.800
0.455,0.180,1.900,0.036,33.000,106.000,3.210,0.830,14.000,0.700
0.280,0.490,6.500,0.041,28.000,111.000,3.410,0.580,12.200,0.800
0.290,0.270,2.300,0.044,20.000,117.000,3.310,0.410,12.700,0.700
0.220,0.380,9.100,0.044,35.000,127.000,2.970,0.300,11.000,0.700
0.360,0.360,5.700,0.038,26.000,98.000,2.930,0.590,12.500,0.700
0.160,0.290,1.000,0.031,40.000,123.000,3.120,0.400,12.100,0.700
0.280,0.340,8.900,0.048,32.000,111.000,3.250,0.540,11.000,0.700
0.110,0.340,14.050,0.040,41.000,114.000,3.070,0.590,11.000,0.700
0.210,0.260,11.700,0.038,61.000,152.000,3.020,0.560,10.500,0.700
0.110,0.420,1.100,0.042,51.000,132.000,3.180,0.740,11.300,0.700
0.260,0.340,14.400,0.067,35.000,189.000,3.070,0.530,9.100,0.700
0.260,0.300,4.600,0.027,29.000,92.000,3.150,0.380,12.000,0.700
0.180,0.400,1.100,0.040,20.000,107.000,2.940,0.320,10.200,0.700
0.280,0.390,1.400,0.031,47.000,147.000,3.080,0.640,12.900,0.700
0.200,0.400,5.200,0.055,41.000,167.000,3.180,0.400,10.600,0.700
0.440,0.370,5.850,0.033,27.000,93.000,3.160,0.540,12.600,0.700
0.200,0.300,14.200,0.056,53.000,212.500,3.140,0.460,8.900,0.800
0.250,0.340,1.200,0.026,31.000,93.000,2.930,0.370,11.300,0.700
0.330,0.280,4.000,0.040,24.000,81.000,3.260,0.640,12.600,0.700
0.160,0.340,6.100,0.034,31.000,114.000,3.320,0.580,10.133,0.700
0.200,0.300,14.200,0.056,53.000,212.500,3.140,0.460,8.900,0.800
0.370,0.300,2.200,0.033,39.000,107.000,3.220,0.530,13.500,0.700
0.290,0.410,10.800,0.048,55.000,149.000,3.090,0.590,10.967,0.700
0.490,0.240,15.100,0.030,34.000,153.000,3.130,0.510,12.000,0.700
0.280,0.390,8.900,0.036,8.000,117.000,3.060,0.380,12.000,0.700
0.180,0.290,1.200,0.044,12.000,143.000,3.200,0.480,11.300,0.700
0.120,0.310,5.200,0.045,29.000,120.000,3.410,0.460,9.800,0.700
0.330,0.300,3.800,0.036,34.000,88.000,3.250,0.630,12.500,0.700
0.380,0.260,3.500,0.035,38.000,111.000,3.180,0.470,13.600,0.700
0.150,0.290,5.000,0.058,28.000,105.000,3.520,0.440,10.200,0.700
0.260,0.300,2.100,0.033,50.000,158.000,3.330,0.430,12.100,0.700
0.270,0.310,1.500,0.035,17.000,83.000,3.320,0.440,11.100,0.700
0.260,0.310,2.200,0.044,29.000,128.000,3.340,0.640,10.900,0.800
0.420,0.340,2.400,0.022,34.000,97.000,3.220,0.380,12.800,0.700
0.230,0.310,2.100,0.046,30.000,96.000,3.330,0.640,10.700,0.800
0.320,0.340,5.700,0.044,27.000,91.000,3.280,0.600,12.000,0.700
0.210,0.280,5.700,0.028,45.000,121.000,3.210,1.080,12.150,0.700
0.440,0.040,1.400,0.036,43.000,119.000,3.360,0.330,12.100,0.800
0.370,0.320,1.600,0.040,32.000,166.000,3.000,0.550,11.300,0.700
0.220,0.280,2.400,0.042,38.000,102.000,3.140,0.370,11.600,0.700
0.330,0.300,3.800,0.036,34.000,88.000,3.250,0.630,12.500,0.700
0.260,0.420,5.200,0.027,70.000,178.000,3.400,0.400,12.300,0.800
0.210,0.370,1.600,0.049,23.000,94.000,3.160,0.480,10.900,0.700
0.250,0.360,13.100,0.050,35.000,200.000,3.040,0.460,8.900,0.700
0.440,0.220,4.300,0.032,19.000,99.000,3.260,0.530,12.800,0.700
0.260,0.290,3.100,0.041,37.000,144.000,3.220,0.390,12.800,0.700
0.150,0.380,2.200,0.047,33.000,96.000,3.130,0.390,10.400,0.800
0.240,0.290,2.200,0.037,37.000,102.000,3.270,0.640,11.000,0.700
0.200,0.300,14.200,0.056,53.000,212.500,3.140,0.460,8.900,0.800
0.270,0.270,10.400,0.041,26.000,114.000,3.040,0.520,11.500,0.700
0.220,0.290,0.900,0.034,34.000,89.000,3.140,0.360,11.100,0.700
0.150,0.280,14.700,0.051,29.000,149.000,2.960,0.390,9.000,0.700
0.210,0.370,2.500,0.034,35.000,89.000,3.250,0.500,11.000,0.700
0.300,0.380,14.900,0.032,60.000,181.000,3.180,0.610,9.300,0.700
0.280,0.430,7.600,0.030,30.000,110.000,3.080,0.590,12.500,0.800
0.300,0.340,4.800,0.018,23.000,127.000,3.120,0.490,11.200,0.700
0.250,0.360,13.100,0.050,35.000,200.000,3.040,0.460,8.900,0.700
0.240,0.340,2.000,0.041,14.000,73.000,3.040,0.450,11.600,0.700
0.170,0.240,8.100,0.121,32.000,162.000,3.170,0.380,10.400,0.800
0.180,0.280,10.200,0.039,29.000,115.000,3.110,0.450,10.900,0.700
0.220,0.400,14.750,0.042,44.500,129.500,3.360,0.410,9.100,0.700
0.310,0.310,4.900,0.031,20.000,151.000,3.360,0.820,12.000,0.700
0.230,0.390,1.900,0.036,41.000,98.000,3.190,0.430,11.900,0.700
0.260,0.330,17.850,0.049,41.500,195.000,3.060,0.440,9.100,0.700
0.380,0.260,6.000,0.034,42.000,134.000,3.380,0.380,12.300,0.700
0.280,0.340,4.000,0.031,40.000,99.000,3.390,0.390,12.800,0.700
0.240,0.280,1.300,0.032,36.000,95.000,3.080,0.640,12.900,0.700
0.210,0.360,8.550,0.020,20.000,86.000,3.190,0.220,13.400,0.700
0.400,0.250,3.900,0.031,45.000,130.000,3.310,0.580,11.750,0.700
0.180,0.580,1.250,0.034,29.000,129.000,3.510,0.600,12.000,0.700
0.310,0.300,2.400,0.038,30.000,83.000,3.090,0.360,12.800,0.700
0.220,0.370,15.000,0.053,59.000,178.000,3.370,0.820,9.500,0.700
0.290,0.390,6.750,0.031,22.000,98.000,3.150,0.800,12.900,0.700
0.570,0.390,3.900,0.034,22.000,122.000,3.290,0.670,12.800,0.700
0.160,0.360,1.100,0.031,27.000,93.000,3.230,0.340,13.200,0.800
0.250,0.280,14.400,0.055,55.000,205.000,3.120,0.380,9.000,0.700
0.280,0.340,4.200,0.028,36.000,116.000,2.990,0.410,12.300,0.800
0.170,0.230,1.700,0.029,39.000,128.000,3.370,0.410,10.700,0.700
0.270,0.380,0.900,0.051,7.000,140.000,3.450,0.500,10.500,0.700
0.170,0.280,17.550,0.050,33.000,154.000,2.940,0.430,9.000,0.700
0.330,0.350,6.300,0.036,12.000,126.000,3.160,0.390,12.000,0.700
0.170,0.380,1.500,0.032,28.000,112.000,3.250,0.550,11.400,0.700
0.260,0.590,1.400,0.037,40.000,120.000,3.340,0.410,11.100,0.700
0.180,0.310,1.400,0.036,14.000,75.000,3.340,0.580,11.100,0.800
0.475,0.330,3.950,0.047,16.000,81.000,3.230,0.530,13.400,0.700
0.170,0.330,6.000,0.036,30.000,111.000,3.320,0.580,10.150,0.700
0.460,0.260,2.700,0.042,28.000,83.000,3.380,0.510,12.000,0.800
0.280,0.270,15.500,0.036,31.000,134.000,3.190,0.440,13.000,0.700
0.240,0.290,15.300,0.044,39.000,194.000,3.060,0.470,9.600,0.700
0.160,0.300,13.700,0.056,33.000,168.000,2.900,0.440,8.700,0.700
0.410,0.240,5.400,0.035,33.000,115.000,3.120,0.440,12.893,0.700
0.200,0.360,11.600,0.042,45.000,124.000,2.920,0.590,9.500,0.700
0.220,0.390,10.200,0.038,60.000,149.000,3.170,0.540,10.000,0.700
0.240,0.260,1.600,0.058,53.000,150.000,3.180,0.500,9.900,0.700
0.280,0.290,1.600,0.052,34.000,127.000,3.480,0.560,10.500,0.700
0.190,0.260,1.400,0.030,12.000,76.000,3.250,0.370,10.900,0.700
0.410,0.220,1.900,0.023,5.000,56.000,3.040,0.790,13.000,0.700
0.320,0.350,4.800,0.030,34.000,101.000,3.360,0.600,12.500,0.800
0.350,0.320,9.000,0.032,29.000,113.000,3.130,0.650,12.900,0.700
0.200,0.370,6.200,0.027,24.000,97.000,3.380,0.490,12.200,0.700
0.230,0.490,7.700,0.049,61.000,209.000,3.140,0.300,11.100,0.700
0.320,0.380,4.750,0.033,23.000,94.000,3.420,0.420,11.800,0.700
0.450,0.270,4.700,0.035,17.000,80.000,3.120,0.360,12.500,0.700
0.310,0.290,1.400,0.037,33.000,128.000,3.120,0.360,12.200,0.700
0.290,0.330,9.100,0.036,28.000,118.000,2.960,0.400,10.900,0.700
0.180,0.330,8.000,0.051,16.000,131.000,3.280,0.440,8.700,0.700
0.105,0.290,1.100,0.035,44.000,140.000,3.170,0.550,10.700,0.700
0.220,0.310,6.900,0.037,33.000,121.000,3.020,0.390,11.900,0.800
0.300,0.290,2.800,0.025,37.000,107.000,3.310,0.630,11.300,0.700
0.340,0.240,3.300,0.034,29.000,99.000,3.100,0.400,12.300,0.700
0.340,0.360,8.900,0.029,44.000,128.000,3.280,0.350,11.950,0.700
0.400,0.190,3.200,0.033,28.000,124.000,3.220,0.540,12.700,0.700
0.480,0.320,1.400,0.021,22.000,121.000,3.150,0.530,12.700,0.700
0.240,0.300,2.000,0.033,28.000,92.000,3.390,0.690,10.900,0.700
0.450,0.280,10.800,0.051,25.000,157.000,3.060,0.470,11.400,0.700
0.210,0.320,1.600,0.045,38.000,95.000,3.230,0.940,12.400,0.800
0.190,0.290,1.100,0.047,67.000,152.000,3.540,0.590,11.100,0.700
0.250,0.490,3.000,0.030,30.000,96.000,3.130,0.390,12.300,0.700
0.160,0.300,13.700,0.056,33.000,168.000,2.900,0.440,8.700,0.700
0.180,0.280,9.800,0.039,29.000,113.000,3.110,0.450,10.900,0.700
0.360,0.370,4.800,0.019,39.000,114.000,3.080,0.490,12.700,0.700
0.190,0.350,1.700,0.036,33.000,101.000,3.210,0.540,10.800,0.700
0.145,0.330,1.100,0.042,14.000,64.000,3.100,0.370,11.800,0.700
0.260,0.180,1.200,0.031,40.000,114.000,3.420,0.400,11.000,0.700
0.190,0.300,12.800,0.053,48.500,212.000,3.140,0.490,9.100,0.700
0.500,0.220,4.100,0.036,35.000,131.000,3.260,0.550,13.000,0.700
0.190,0.270,13.900,0.057,45.000,155.000,2.940,0.410,8.800,0.800
0.300,0.300,2.100,0.031,50.000,163.000,3.390,0.430,12.700,0.700
0.390,0.340,7.400,0.020,38.000,133.000,3.180,0.440,12.000,0.700
0.300,0.330,4.100,0.035,26.000,155.000,3.250,0.790,12.300,0.800
0.490,0.130,4.500,0.039,17.000,116.000,3.420,0.900,13.700,0.700
0.150,0.340,5.300,0.034,33.000,104.000,3.370,0.520,9.300,0.700
0.170,0.310,6.700,0.038,29.000,132.000,3.100,0.320,10.600,0.700
0.280,0.520,6.200,0.028,37.000,104.000,3.280,0.510,11.800,0.700
0.300,0.350,4.600,0.032,32.000,148.000,3.150,0.450,11.500,0.700
0.250,0.270,9.050,0.039,37.000,128.000,3.270,0.340,11.300,0.800
0.300,0.320,2.000,0.044,34.000,90.000,3.370,0.680,11.000,0.700
0.240,0.300,3.850,0.042,105.000,179.000,3.040,0.590,11.300,0.800
0.270,0.290,11.400,0.036,31.000,115.000,3.350,0.480,10.500,0.800
0.220,0.400,1.850,0.031,25.000,111.000,3.030,0.300,11.800,0.700
0.240,0.320,7.600,0.038,48.000,203.000,3.450,0.540,9.700,0.700
0.190,0.300,12.800,0.053,48.500,229.000,3.140,0.490,9.100,0.700
0.280,0.290,1.600,0.052,34.000,127.000,3.480,0.560,10.500,0.700
0.160,0.570,1.100,0.130,58.000,140.000,3.120,0.390,9.300,0.700
0.310,0.240,1.800,0.037,39.000,150.000,3.050,0.440,11.800,0.700
0.220,0.320,7.200,0.028,15.000,83.000,3.130,0.550,10.900,0.800
0.210,0.240,4.400,0.027,37.000,150.000,3.300,0.310,11.500,0.700
0.200,0.440,1.400,0.045,21.000,98.000,3.150,0.460,10.000,0.700
0.280,0.450,6.000,0.022,14.000,49.000,3.010,0.330,11.100,0.700
0.250,0.280,14.400,0.055,55.000,205.000,3.120,0.380,9.000,0.700
0.290,0.360,7.000,0.042,38.000,161.000,3.260,0.370,11.200,0.800
0.200,0.330,5.400,0.028,21.000,75.000,3.360,0.410,13.500,0.700
0.160,0.300,13.700,0.056,33.000,168.000,2.900,0.440,8.700,0.700
0.230,0.210,5.100,0.035,29.000,142.000,3.360,0.330,10.100,0.700
0.150,0.290,2.300,0.033,14.000,82.000,3.100,0.580,11.200,0.700
0.125,0.360,1.400,0.044,22.000,68.000,3.150,0.500,11.700,0.700
0.310,0.500,5.800,0.038,42.000,111.000,3.180,0.530,11.900,0.700
0.190,0.270,13.900,0.057,45.000,155.000,2.940,0.410,8.800,0.800
0.240,0.230,2.000,0.046,30.000,133.000,3.120,0.540,11.400,0.700
0.300,0.560,2.800,0.044,47.000,179.000,3.300,0.570,10.900,0.700
0.210,0.400,1.300,0.041,81.000,147.000,3.220,0.950,11.600,0.800
0.130,0.280,5.700,0.038,56.000,189.500,3.590,0.430,10.600,0.700
0.160,0.400,2.300,0.037,18.000,102.000,3.490,0.420,11.400,0.700
0.160,0.270,15.500,0.050,25.000,135.000,2.900,0.430,8.700,0.700
0.270,0.490,1.200,0.044,35.000,126.000,3.130,0.480,12.100,0.700
0.320,0.300,1.900,0.033,41.000,142.000,3.290,0.420,12.800,0.700
0.350,0.240,2.300,0.034,25.000,133.000,3.340,0.590,12.000,0.700
0.240,0.490,1.300,0.032,35.000,148.000,3.450,0.570,10.700,0.700
0.410,0.220,7.300,0.035,23.000,117.000,3.200,0.390,11.940,0.700
0.160,0.340,1.400,0.029,29.000,133.000,3.330,0.640,11.500,0.700
0.320,0.280,4.300,0.032,46.000,115.000,3.160,0.570,13.000,0.800
0.100,0.240,6.000,0.039,25.000,107.000,3.590,0.490,10.500,0.700
0.320,0.260,4.600,0.031,26.000,120.000,3.400,0.730,12.500,0.700
0.280,0.250,4.800,0.029,54.000,128.000,3.170,0.440,12.200,0.700
0.350,0.490,8.650,0.033,42.000,186.000,3.140,0.380,12.400,0.800
0.440,0.440,14.400,0.048,29.000,228.000,3.260,0.540,8.800,0.700
0.200,0.310,1.600,0.038,34.000,116.000,3.250,0.390,12.000,0.700
0.250,0.390,1.450,0.040,40.000,89.000,3.350,0.400,11.400,0.700
0.280,0.270,3.900,0.043,52.000,158.000,3.350,0.440,10.700,0.700
0.170,0.290,3.100,0.030,32.000,123.000,3.410,0.330,13.700,0.700
0.180,0.410,14.200,0.039,47.000,129.000,3.280,0.720,10.300,0.700
0.140,0.740,1.600,0.040,27.000,103.000,3.070,0.400,10.800,0.700
0.370,0.280,1.900,0.024,64.000,106.000,3.450,0.600,12.600,0.800
0.180,0.460,12.600,0.042,41.000,143.000,3.240,0.760,8.500,0.800
0.160,0.330,1.200,0.042,47.000,121.000,3.040,0.680,10.500,0.700
0.330,0.300,3.800,0.036,34.000,88.000,3.250,0.630,12.500,0.700
0.140,0.310,1.200,0.034,53.000,138.000,3.380,0.350,11.500,0.700
0.460,0.150,2.100,0.026,29.000,130.000,3.390,0.770,13.400,0.800
0.350,0.400,6.300,0.039,35.000,162.000,3.150,0.340,11.900,0.700
0.150,0.280,14.700,0.051,29.000,149.000,2.960,0.390,9.000,0.700
0.320,0.250,1.700,0.034,37.000,136.000,3.470,0.500,10.800,0.700
0.210,0.390,1.800,0.034,62.000,180.000,3.090,0.750,12.600,0.800
0.280,0.300,1.600,0.047,46.000,132.000,3.350,0.380,11.100,0.700
0.320,0.280,4.300,0.032,46.000,115.000,3.160,0.570,13.000,0.800
0.420,0.490,8.200,0.056,32.000,164.000,3.290,0.600,11.200,0.700
0.420,0.380,6.800,0.045,29.000,122.000,3.190,0.370,12.600,0.700
0.230,0.390,14.200,0.058,49.000,192.000,2.980,0.480,9.000,0.700
0.370,0.150,2.000,0.029,27.000,87.000,3.300,0.590,12.600,0.700
0.330,0.240,14.500,0.048,20.000,96.000,3.060,0.300,11.500,0.800
0.210,0.600,1.100,0.135,61.000,144.000,3.120,0.390,9.300,0.700
0.290,0.310,1.700,0.035,24.000,79.000,3.270,0.690,11.400,0.700
0.280,0.280,2.400,0.012,36.000,100.000,3.260,0.390,11.700,0.700
0.190,0.320,1.400,0.040,31.000,132.000,3.360,0.540,10.800,0.700
0.230,0.390,2.300,0.033,29.000,102.000,3.260,0.540,12.300,0.700
0.260,0.310,3.600,0.025,22.000,100.000,2.990,0.470,12.100,0.700
0.150,0.330,4.700,0.059,31.000,118.000,3.430,0.390,9.000,0.700
0.160,0.270,15.500,0.050,25.000,135.000,2.900,0.430,8.700,0.700
0.440,0.230,5.800,0.035,24.000,100.000,3.150,0.570,13.200,0.700
0.160,0.300,13.700,0.056,33.000,168.000,2.900,0.440,8.700,0.700
0.210,0.490,1.400,0.047,30.000,114.000,2.920,0.420,10.800,0.700
0.220,0.320,7.200,0.028,15.000,83.000,3.130,0.550,10.900,0.800
0.270,0.340,1.800,0.028,26.000,168.000,2.990,0.480,12.100,0.700
0.290,0.280,4.700,0.059,28.000,81.000,3.240,0.560,12.700,0.800
0.300,0.320,2.200,0.042,41.000,142.000,3.310,0.440,12.700,0.700
0.300,0.400,1.800,0.028,23.000,122.000,3.140,0.390,10.900,0.700
0.580,0.270,5.800,0.032,40.000,118.000,3.170,0.530,13.000,0.700
0.240,0.280,1.400,0.038,40.000,76.000,3.100,0.290,13.900,0.700
0.180,0.330,1.200,0.033,20.000,72.000,3.120,0.380,10.500,0.700
